V1,V2,V3,V4
COG2423@NOG,NA,NA,NA
COG0294@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1136@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0252@NOG,NA,NA,NA
NA,NA,NA,NA
COG0278@NOG,COG0449@NOG,NA,NA
NA,NA,NA,NA
COG1761@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0ZAGD@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0285@NOG COG0294@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0413@NOG,NA,NA,NA
NA,NA,NA,NA
COG1071@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
127TA@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0134@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG3361@NOG,NA,NA,NA
COG0517@NOG COG1475@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0449@NOG,NA,NA,NA
NA,NA,NA,NA
11185@NOG,NA,NA,NA
NA,NA,NA,NA
COG1901@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0Z2M0@NOG,COG0533@NOG COG3642@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1913@NOG,NA,NA,NA
NA,NA,NA,NA
COG0843@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0Y96B@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0842@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1094@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1574@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0550@NOG COG0551@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG3364@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1310@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0294@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0519@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1146@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1917@NOG,COG1047@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YNYG@NOG,NA,NA,NA
COG1199@NOG,COG1537@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YJM3@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YRMM@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0512@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0730@NOG,COG2404@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0Y12Y@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YPTK@NOG,COG2301@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1193@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1268@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1608@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG2009@NOG,COG0531@NOG,NA,NA
NA,NA,NA,NA
COG0243@NOG,NA,NA,NA
COG4347@NOG,NA,NA,NA
NA,NA,NA,NA
11WCU@NOG,NA,NA,NA
COG3390@NOG,NA,NA,NA
NA,NA,NA,NA
0YY6D@NOG,NA,NA,NA
NA,NA,NA,NA
1118V@NOG,COG0057@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1916@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG4746@NOG,NA,NA,NA
COG4799@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1117@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG4122@NOG,NA,NA,NA
0YSJA@NOG,NA,NA,NA
COG0460@NOG,COG1241@NOG,NA,NA
0YFFQ@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1587@NOG,NA,NA,NA
COG0199@NOG,NA,NA,NA
COG0124@NOG,NA,NA,NA
COG2119@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG2433@NOG,COG2170@NOG,NA,NA
COG1100@NOG,NA,NA,NA
COG2220@NOG,NA,NA,NA
NA,NA,NA,NA
0Z0XR@NOG,NA,NA,NA
COG1784@NOG,NA,NA,NA
NA,NA,NA,NA
COG1236@NOG,NA,NA,NA
COG3794@NOG,COG3389@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0Z38I@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0081@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1293@NOG,NA,NA,NA
COG3217@NOG,NA,NA,NA
COG2146@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0020@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1534@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1094@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0181@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0522@NOG,NA,NA,NA
NA,NA,NA,NA
COG0294@NOG,NA,NA,NA
COG1109@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0057@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1394@NOG,COG0395@NOG,NA,NA
0Y5I8@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1574@NOG,NA,NA,NA
NA,NA,NA,NA
0YXPZ@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1534@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0Z8FT@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1562@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0Z9W5@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG3398@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YNHE@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG3389@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YH2H@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG4221@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0371@NOG,COG0620@NOG,COG0462@NOG,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1695@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0540@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
10ZTS@NOG,NA,NA,NA
COG5258@NOG,NA,NA,NA
NA,NA,NA,NA
COG1884@NOG,NA,NA,NA
COG2238@NOG,NA,NA,NA
NA,NA,NA,NA
COG2524@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG3364@NOG,NA,NA,NA
NA,NA,NA,NA
COG0048@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG2242@NOG,NA,NA,NA
110SA@NOG,NA,NA,NA
COG0696@NOG,NA,NA,NA
NA,NA,NA,NA
COG0278@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0071@NOG,NA,NA,NA
COG1361@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG2008@NOG,NA,NA,NA
NA,NA,NA,NA
COG0494@NOG,COG1271@NOG,NA,NA
COG1617@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG3174@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0377@NOG,NA,NA,NA
NA,NA,NA,NA
0YSDR@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0221@NOG,NA,NA,NA
NA,NA,NA,NA
11S3W@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0ZFRM@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0177@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
110HE@NOG,NA,NA,NA
COG3609@NOG,COG0166@NOG,NA,NA
COG5427@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0ZD9J@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YIVH@NOG,NA,NA,NA
NA,NA,NA,NA
COG0603@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1352@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1370@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG4143@NOG,COG1058@NOG,NA,NA
COG0137@NOG,0XXQ3@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1358@NOG,NA,NA,NA
COG1520@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1234@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YZ2F@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1758@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0479@NOG,NA,NA,NA
COG1294@NOG,NA,NA,NA
NA,NA,NA,NA
0YNI1@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YNY9@NOG,NA,NA,NA
NA,NA,NA,NA
COG0042@NOG,NA,NA,NA
NA,NA,NA,NA
0XWSR@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0778@NOG,NA,NA,NA
0YSMU@NOG,COG1832@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0727@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1109@NOG,NA,NA,NA
